message,label
Изабелла 111,not spam
"🎄ИНТЕРДЕВОЧКИ🎄

♦️22 января  ♦️

🌺ТЕМЫ🌺

🌟Жить чистыми 🌟

🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀

🎊 Темы🎊
Страхи 
Отношения 

✨Доп темы✨
когда нибудь станет легче????

🍀новички🍀

🌹Впервые на группе:🌹

🌝До 30-ти дней:🌝
Аделина 5 дней, Юля 4 дня

🐦‍🔥Юбиляры: 🐦‍🔥


✨✨✨✨✨✨✨✨✨✨✨

🔥Очередь:🔥
1 Катя ✅
2 Мадлена 🎤
3 Надя
4 Валя
5 Юля
6 Таня
7 Женя
8 Ксюша
9 ЮляС
10 Аня
11 Изабелла
12
13
14

Непреодолимое:",not spam
Катя 111,not spam
"🎄ИНТЕРДЕВОЧКИ🎄

♦️22 января  ♦️

🌺ТЕМЫ🌺

🌟Жить чистыми 🌟

🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀

🎊 Темы🎊
Страхи 
Отношения 

✨Доп темы✨
когда нибудь станет легче????

🍀новички🍀

🌹Впервые на группе:🌹

🌝До 30-ти дней:🌝
Аделина 5 дней, Юля 4 дня

🐦‍🔥Юбиляры: 🐦‍🔥


✨✨✨✨✨✨✨✨✨✨✨

🔥Очередь:🔥
1 Катя ✅
2 Мадлена ✅
3 Надя ✅
4 Валя 🎤
5 Юля
6 Таня
7 Женя
8 Ксюша
9 ЮляС
10 Аня
11 Изабелла
12 Катя
13
14

Непреодолимое:",not spam
Наша голова сказочница еще та 😅😅😅,not spam
"Главное уже всё распланировала, как я без него жить буду",not spam
😂😂😂,not spam
"🎄ИНТЕРДЕВОЧКИ🎄

♦️22 января  ♦️

🌺ТЕМЫ🌺

🌟Жить чистыми 🌟

🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀

🎊 Темы🎊
Страхи 
Отношения 

✨Доп темы✨
когда нибудь станет легче????

🍀новички🍀

🌹Впервые на группе:🌹

🌝До 30-ти дней:🌝
Аделина 5 дней, Юля 4 дня

🐦‍🔥Юбиляры: 🐦‍🔥


✨✨✨✨✨✨✨✨✨✨✨

🔥Очередь:🔥
1 Катя ✅
2 Мадлена ✅
3 Надя ✅
4 Валя  ✅
5 Юля  🎤
6 Таня
7 Женя
8 Ксюша
9 ЮляС
10 Аня
11 Изабелла
12 Катя
13
14

Непреодолимое:",not spam
Юля,not spam
"🎄ИНТЕРДЕВОЧКИ🎄

♦️22 января  ♦️

🌺ТЕМЫ🌺

🌟Жить чистыми 🌟

🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀

🎊 Темы🎊
Страхи 
Отношения 

✨Доп темы✨
когда нибудь станет легче????

🍀новички🍀

🌹Впервые на группе:🌹

🌝До 30-ти дней:🌝
Аделина 5 дней, Юля 4 дня

🐦‍🔥Юбиляры: 🐦‍🔥


✨✨✨✨✨✨✨✨✨✨✨

🔥Очередь:🔥
1 Катя ✅
2 Мадлена ✅
3 Надя ✅
4 Валя  ✅
5 Юля  ✅
6 Таня 🎤
7 Женя
8 Ксюша
9 ЮляС
10 Аня
11 Изабелла
12 Катя
13 Настя
14 Юлия

ОЧЕРЕДЬ ЗАКРЫТА (только непреодолимое до 3х человек)

Непреодолимое:",not spam
"Аня 
Надежда 
❤️🌹",not spam
😁,not spam
"🎄ИНТЕРДЕВОЧКИ🎄

♦️22 января  ♦️

🌺ТЕМЫ🌺

🌟Жить чистыми 🌟

🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀

🎊 Темы🎊
Страхи 
Отношения 

✨Доп темы✨
когда нибудь станет легче????

🍀новички🍀

🌹Впервые на группе:🌹

🌝До 30-ти дней:🌝
Аделина 5 дней, Юля 4 дня

🐦‍🔥Юбиляры: 🐦‍🔥


✨✨✨✨✨✨✨✨✨✨✨

🔥Очередь:🔥
1 Катя ✅
2 Мадлена ✅
3 Надя ✅
4 Валя  ✅
5 Юля  ✅
6 Таня ✅
7 Женя ✅
8 Ксюша ✅
9 ЮляС ✅
10 Аня ✅
11 Изабелла 🎤
12 Катя
13 Настя
14 Юлия

ОЧЕРЕДЬ ЗАКРЫТА (только непреодолимое до 3х человек)

Непреодолимое:",not spam
"Изабелла ❤️
Спасибо за такое позитивное высказывание.",not spam
Йо!,not spam
"Ссылки-приглашения в чаты: 

💫 Телеграм-болталка

💫 Телеграм-выздоровление

💫 WhatsApp болталка

💫 Онлайн группы

Добро пожаловать!",not spam
Hola,not spam
Juan Addict,not spam
"Ты была такая уязвимая и беззащитная, а он недостаточно благородный с избытком тестостерона .
Ты королева, 👸",not spam
Hello everybody 🫶,not spam
Ёж почитаю,not spam
"🎄ИНТЕРДЕВОЧКИ🎄

♦️22 января  ♦️

🌺ТЕМЫ🌺

🌟Жить чистыми 🌟

🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀

🎊 Темы🎊
Страхи 
Отношения 

✨Доп темы✨
когда нибудь станет легче????

🍀новички🍀

🌹Впервые на группе:🌹

🌝До 30-ти дней:🌝
Аделина 5 дней, Юля 4 дня

🐦‍🔥Юбиляры: 🐦‍🔥


✨✨✨✨✨✨✨✨✨✨✨

🔥Очередь:🔥
1 Катя ✅
2 Мадлена ✅
3 Надя ✅
4 Валя  ✅
5 Юля  ✅
6 Таня ✅
7 Женя ✅
8 Ксюша ✅
9 ЮляС ✅
10 Аня ✅
11 Изабелла ✅
12 Катя 🎤
13 Настя
14 Юлия

ОЧЕРЕДЬ ЗАКРЫТА (только непреодолимое до 3х человек)

Непреодолимое:",not spam
"Тема: ощущение, что ничего не успеваю. Усталость и тревога накапливается, срываюсь на фуфловый быстрый дофамин и чувствую себя еще хуже и не в ресурсе. Опыт, решения?",not spam
"Хочу признаться, что у меня чудесный жених, но я иногда мечтаю состариться одна на краю леса 🌳",not spam
А на самом деле успеваешь ? Или реально нет,not spam
У меня бывает просто такой гон,not spam
Что не успеваю,not spam
Хотя всё по плану делается,not spam
"У меня тож такой гон есть, в беготне внутри",not spam
"тревожность да, тоже бывает",not spam
"❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
Для того, чтобы положить деньги в 7-ю традицию, их можно перевести на карту Сбербанка

4817760303189413

Татьяна В

Просьба НЕ ДОБАВЛЯТЬ комментарии к переводу
♦️♦️♦️♦️♦️♦️♦️♦️♦️♦️♦️",not spam
"Не так. Он старый критиканский алкаш, старше меня на 17 лет, там тестостерон уже увял.",not spam
Иногда просто реально не могу ничего успеть потому что просто сил нет что то делать,not spam
"🎄ИНТЕРДЕВОЧКИ🎄

♦️22 января  ♦️

🌺ТЕМЫ🌺

🌟Жить чистыми 🌟

🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀🪭🎀

🎊 Темы🎊
Страхи 
Отношения 

✨Доп темы✨
когда нибудь станет легче????

🍀новички🍀

🌹Впервые на группе:🌹

🌝До 30-ти дней:🌝
Аделина 5 дней, Юля 4 дня

🐦‍🔥Юбиляры: 🐦‍🔥


✨✨✨✨✨✨✨✨✨✨✨

🔥Очередь:🔥
1 Катя ✅
2 Мадлена ✅
3 Надя ✅
4 Валя  ✅
5 Юля  ✅
6 Таня ✅
7 Женя ✅
8 Ксюша ✅
9 ЮляС ✅
10 Аня ✅
11 Изабелла ✅
12 Катя ✅
13 Настя 🎤
14 Юлия

ОЧЕРЕДЬ ЗАКРЫТА (только непреодолимое до 3х человек)

Непреодолимое:",not spam
"Поздравы, Лара и Лида! 🥳🥳🥳",not spam
"Лара, Лида, вы большие молодцы!)",not spam
"ТЕМЫ

🚀 Ежедневник: Школа выздоровления
🚀 ощущение, что ничего не успеваю. Усталость и тревога накапливается, срываюсь на фуфловый быстрый дофамин и чувствую себя еще хуже и не в ресурсе. Опыт, решения?


💕 Новички:

👩‍🚀 Впервые на КосмоNAвтах: 

🍀 До 30 дней: 

🏆 Юбиляры:
Лара 2г 3м, Лида 245 д


Чтобы занять очередь, после прочтения ежедневника пишите: ИМЯ 111

⏳ Регламент: минут

👽 Очередь:",not spam
С юбилеем 💪❤️,not spam
"Всем привет, зависимая Анастасия",not spam
"Лида, Лара, с юбилеем!!",not spam
с юбилеями всех! так держать! ❤️,not spam
Привет)),not spam
Тема: как на впасть в ЭЗО. На что стоит обратить внимание особенно?,not spam
"Лида и Лара,так держать, дальше больше!!!)))🔥❤️😍😘🤍🤍🤍",not spam
Зависимые или значимые?,not spam
Ой Господи,not spam
Значимые,not spam
Юля не слышно,not spam
Я до сих пор не понимаю что это значит..,not spam
Лара 111,not spam
Аннна 111,not spam
Дмитрий К 111,not spam
Петя111,not spam
"ТЕМЫ

🚀 Ежедневник: Школа выздоровления
🚀 ощущение, что ничего не успеваю. Усталость и тревога накапливается, срываюсь на фуфловый быстрый дофамин и чувствую себя еще хуже и не в ресурсе. Опыт, решения?
🚀 как на впасть в ЭЗО(эмоционально значимые отношения). На что стоит обратить внимание особенно?

💕 Новички:

👩‍🚀 Впервые на КосмоNAвтах: 

🍀 До 30 дней: 

🏆 Юбиляры:
Лара 2г 3м, Лида 245 д


Чтобы занять очередь, после прочтения ежедневника пишите: ИМЯ 111

⏳ Регламент: минут

👽 Очередь: Иван, Лара, Аннна, Дмитрий К, Петя",not spam
*эмоционально-ЗНАЧИМЫЕ,not spam
Прошу прощения ошиблась тас,not spam
Спасибо за собрание 🫶🏼,not spam
"Всех поздравления пролайкали, а моё проигнорили, причём обе, я что, чем то хуже остальных или я возможно вам что то плохое сделал?",not spam
Да просто пропустилось,not spam
Фил111,not spam
Антон 111,not spam
"Спасибо, Лара!",not spam
Алекс 111,not spam
В 21:30 проводим?,not spam
лида 111,not spam
Сабина 111,not spam
Какие темы,not spam
"Анна,сходи на американские горки,тоже адреналин 👍🔥",not spam
Поставьте меня в конец очереди плз,not spam
"ТЕМЫ

🚀 Ежедневник: Школа выздоровления
🚀 ощущение, что ничего не успеваю. Усталость и тревога накапливается, срываюсь на фуфловый быстрый дофамин и чувствую себя еще хуже и не в ресурсе. Опыт, решения?
🚀 как на впасть в ЭЗО(эмоционально значимые отношения). На что стоит обратить внимание особенно?

💕 Новички:

👩‍🚀 Впервые на КосмоNAвтах: 

🍀 До 30 дней: 

🏆 Юбиляры:
Лара 2г 3м, Лида 245 д


Чтобы занять очередь, после прочтения ежедневника пишите: ИМЯ 111

⏳ Регламент: 5 минут

👽 Очередь: Петя, Антон, Алекс, Анастасия, Лида, Сабина, Фил",not spam
"Лара, Лида, поздравляю вас 🥳 Сил вам и умножения чистого времени 🙏",not spam
у кого-то еще прерываются высказывания на пару секунд? чет постоянно это,not spam
У меня тоже,not spam
"Дима, благодарю за опыт🙏",not spam
Купил кофеварку теперь кофе пью каждый час. До этого вообще не пил,not spam
У меня нет. Нормально вроде,not spam
У меня прерываются?,not spam
Ок.,not spam
Я тебя хорошо слышу. Ничего не прерывпется,not spam
10 шаг начинаем.,not spam
"Но ты и не в России 😁.
Почти у всех, кто говорил выпады на пару-тройку секунд с тишиной",not spam
Наверно потому что мы соседи рядом живём)) 🤣🤣🤣,not spam
"Может быть, кстати",not spam
Опять инет шатают,not spam
"ТЕМЫ

🚀 Ежедневник: Школа выздоровления
🚀 ощущение, что ничего не успеваю. Усталость и тревога накапливается, срываюсь на фуфловый быстрый дофамин и чувствую себя еще хуже и не в ресурсе. Опыт, решения?
🚀 как на впасть в ЭЗО(эмоционально значимые отношения). На что стоит обратить внимание особенно?

💕 Новички:

👩‍🚀 Впервые на КосмоNAвтах: 

🍀 До 30 дней: 

🏆 Юбиляры:
Лара 2г 3м, Лида 8м


Чтобы занять очередь, после прочтения ежедневника пишите: ИМЯ 111

⏳ Регламент: 5 минут

👽 Очередь: Алекс, Анастасия, Лида, Сабина, Фил",not spam
Но у меня то прерывается🤔,not spam
"Антон, офигеть, СПАСИБО ОГРОМНОЕ, твой опыт очень мне помог",not spam
У тя дома че за инет? Партнер ?,not spam
Или безэк,not spam
Вот Антон у меня тоже прерывается,not spam
Безек вроде,not spam
Слушай а группа на Моцкин по каким дням ?,not spam
Забываю всё время спросить,not spam
По четвергам,not spam
1 раз в неделю?,not spam
"Вроде так, надо у Давида спросить",not spam
"Alex, спасибо, очень важен твой опыт, просто нереально!!!",not spam
"Лёха, спасибо ❤️☮️",not spam
"Я высказываю людям обиды, если они свои, то поймут, если нет - то просто опыт, и иду дальше",not spam
"Добрый вечер, я Валентина",not spam
А зачем?,not spam
Близким людям? Или вообще всем?,not spam
О епт,not spam
Поздравляю тебя Лида,not spam
Это очень круто,not spam
"Лида, спасибо!",not spam
"Потому, что если задавить обиду, то это наоборот - разрушит отношения, т.к. недоговоренности между людьми, по моему наблюдению и опыту, приводят к ещё большим обидам и в итоге к разрыву отношений. Честность, бро) А во вторых, чтобы они прислушивались к моим желаниям, считаю, это нормальным и естественным, т.к. каждый человек хочет, чтобы его потребности были услышаны и осуществлены",not spam
"Лида, отзывается про учёбу ☺️🙏❤️",not spam
"Близким людям, в первую очередь, а чужим, по необходимости",not spam
"я усиливаю и поддерживаю всё сказанное, + когда я проговариваю меня эти чувства отпускают",not spam
"Ну про близких я согласен, говорить о чучствах эт нормально",not spam
"Да, и вот ещё почему, как с языка сняла)",not spam
Как насчёт людей которым пох ?,not spam
"Сабина, понимаю тебя! Десятки препаратов перебрала пока свой не нашла. Держись! Всё получится",not spam
"Сабина, просить помощи это нормально",not spam
В этом нет ничего стрёмного,not spam
"Нет ничего стыдного, правда!",not spam
Желаю сил 💪,not spam
"Сабина, поддержка большая!
Терапию могут долго подбирать",not spam
"Сабина, поддержка!!!Мне таблетки 4 месяца подбирали",not spam
подбор таблеток это дорога длиною в жизнь…,not spam
"Сабина, поддержка!❤️ мы рядом",not spam
"Сабина, я более полутора лет сожрала всевозможные препараты, но свой нашла",not spam
"Можно лечь в больницу,там за месяц подберут",not spam
И я,not spam
Мне в дневном стационаре подобрали препараты,not spam
Стали разве что не такими яркими,not spam
"у меня такие тоже есть, но это по отношению к семье",not spam
Группа будет?,not spam
"или людям, с которыми я с детства",not spam
и они очень важны мне,not spam
К семье как раз у меня нет обид,not spam
Все разрулилось,not spam
Сейчас буду третий круг писать обидв,not spam
Лента Мёбиуса,not spam
"завидую, у нас сейчас тоже всё хорошо, но эта обида с детства и подросткового возраста всё еще со мной",not spam
не могу ее отпустить чтобы ни делала пока,not spam
жду 4 шаг,not spam
"Филыч, парапара пам пу это прям пипец как отозвалось 🤣🤣🤣🤣🙈👍",not spam
Ну блин я лежала  и у меня скажем были судороги,not spam
"ТЕМЫ

🚀 Ежедневник: Школа выздоровления
🚀 ощущение, что ничего не успеваю. Усталость и тревога накапливается, срываюсь на фуфловый быстрый дофамин и чувствую себя еще хуже и не в ресурсе. Опыт, решения?
🚀 как на впасть в ЭЗО(эмоционально значимые отношения). На что стоит обратить внимание особенно?

💕 Новички:

👩‍🚀 Впервые на КосмоNAвтах: 

🍀 До 30 дней: 

🏆 Юбиляры:
Лара 2г 3м, Лида 8м


Чтобы занять очередь, после прочтения ежедневника пишите: ИМЯ 111

⏳ Регламент: 5 минут

👽 Очередь: 
ОЧЕРЕДЬ ЗАКРЫТА",not spam
Это скорее про отстаивание границ,not spam
Я и говорю про отстаивание границ,not spam
"Фил,согласна,что вступать в отношения тогда, когда человек готов!",not spam
Филыч пасиба парапара пам пу!!!❤️🤣🤣🤣🤣🤣🤣😂👍,not spam
"Есть хорошая больница,в Яхроме ПНД 5",not spam
"Фил, спасибо",not spam
Я с Казахстана,not spam
🥳🥳🥳❤️❤️❤️❤️☮️🌈🌟😎✊👩‍🚀👽🛸,not spam
Спасибо за группу ребятки,not spam
Лена зависимая 10 дней чв,not spam
всех обнимаю,not spam
"Спасибо, Лида и Слава",not spam
🤗,not spam
🦄💜,not spam
"✨✨✨✨✨✨✨✨✨✨✨✨✨
Боже, дай мне разум и душевный покой,
принять то, что я не в силах изменить,
мужество, изменить, то, что могу,
и мудрость отличить одно от другого.
✨✨✨✨✨✨✨✨✨✨✨✨✨",not spam
😎✊,not spam
Милена 111,not spam
"Всем рада, всех благодарю 🙏🙏🙏",not spam
"Спаси Бог за группу, опыт и служения 🙏🤗",not spam
Милена зависимая 111,not spam
Тема : опыт проживания смерти родных,not spam
"🧡Рады приветствовать всех участников группы «OldSchool онлайн» и особенно новичков!🧡

〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
🔸Есть ли среди нас тот, кто пришёл на собрание АН в первый раз ?
🔸Есть ли тот, кто пришел на собрание группы «OldSchool онлайн» в первый раз ?
🔸Есть ли тот, у кого на данный момент до 30 дней чистоты ?
🔸Может быть у вас сегодня юбилей чистого времени ?

Напишите, пожалуйста, об этом в чате и представьтесь

〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
Предлагайте в чате свои темы, непосредственно связанные с выздоровлением

📎ТЕМЫ СОБРАНИЯ:

🔸Еж-ик:  Школа выздоровления.

🔸Тема: Единство АН начинается с осознания терапевтической ценности помощи одного зависимого другому.

🔸Тема: Опыт проживания смерти родных.

〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
ДО 30 ДНЕЙ:  Лена 10 дней.

ЮБИЛЯРЫ:  

НОВИЧКИ:

〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
Занимайте очередь для высказывания, отправив имя + 🤚 в чат 

❣️Пожалуйста постарайтесь не высказываться матом и не использовать название веществ. Наше общее благополучие важнее всего, от единства АН зависит личное выздоровление каждого.

Очередь: (регламент: 6 минут)
🎙🎤
🎙
🎙
🎙️
🎙️
🎙️
🎙️

〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
Собрание идёт с 20:30 до 21:30

❗Пожалуйста, не общайтесь друг с другом в чате, это отвлекает от высказывания❗",not spam
"Очередь открыта. 
Добро пожаловать ♡",not spam
"Да, добрый))",not spam
А традиции сегодня? Читали уже?,not spam
Кооонечно,not spam
Тема 2,not spam
А что😔,not spam
Саня 111,not spam
Очередь открыта.,not spam
"Нам нужен твой, да, да твой опыт!",not spam
Игорь 111,not spam
Блин)))прям очень отзывается,not spam
Если можно,not spam
Могу провести по шагам,not spam
Кирилл спасибо,not spam
"Ксения зависимая 
3 дня чистая",not spam
1 могу прочитать,not spam
3 могу,not spam
Я могу дальше,not spam
Мы действительно выздоравливаем,not spam
Привет всем) Необходимое разъяснение могу прочесть,not spam
Ирина,not spam
Я первый раз на группе,not spam
Прочитали 2 первых абзаца 10 шага,not spam
Девочки кто сказал Сочи? Передавайте там привет сообществу 😊 я там жила 3 года,not spam
"Тема 
Как бороться с тягой",not spam
"Благодарю за помощь, ребята ❤️",not spam
"Тема
Опыт срыва и возвращение в программу",not spam
"Тема: 
Как удержаться от первого употребления?",not spam
Ания111,not spam
"Слышно, все ок",not spam
"Тема
Что мне помогает нести ответственность и не бояться ее?",not spam
"Я там запуталась, че то поменялось в преамбуле эркипа, в итоге засчитали всего 3 карточки, я давно не хожу, давно не служила ведущей и забыла о том какие изменения мы вносили. Ну ниче всё душевно прошло. И 2 абзаца прочли и все высказались обо всём что тревожило каждого",not spam
Вобщем скоректировала собрание по интуиции,not spam
"Преамбула гавно, я знаю",not spam
И не только в ЭрКипе. Я переделаю по возможности,not spam
Амина 111,not spam
"Ксюш, поддержка тебе",not spam
Очень плохо слышно...,not spam
Намного лучше,not spam
"99 дней, Юля",not spam
"Привет всем! 90 дней чистый, Павел",not spam
21 день чистый,not spam
Валя 1г8м28д 🙏,not spam
"друзья, всем привет 
сегодня у меня 7 дней чв 🙏🏻🤍",not spam
Можно очередь занять?,not spam
Да! Имя и +,not spam
Марина +,not spam
"Тарас-Наркоман
1 месяц и 13 дня
Благодаря вам ребята🙏",not spam
Надя зависимая,not spam
Молодец,not spam
Надя +,not spam
Доп тема: на чем я торчу в чистоте?,not spam
соня +,not spam
Г-на+,not spam
Гев+,not spam
Всем привет Лена зависимая ❤️❤️))),not spam
"привет, Лена",not spam
"Тарас 🎤
Надя
Соня
Гев",not spam
"Забыла сказать еще, когда тяга я иногда думаю, что мне надо будет писать шаги снова, а я не хочу снова переписывать заново и это тоже может ее ослабить😅",not spam
Приветик🤗))),not spam
Нина 111,not spam
"111 (непреодолимое желание)
В конце можно высказаться будет?
Я первый раз на вашей группе.
Юбилеев и др. Дат нет.",not spam
"А моя мотивация: улучшить свою жизнь и финансовое состояние, наладить отношения со старшим сыном и младшему , чтобы жилось безопаснее , начать служить в качестве ведущей Интердевочек (Нужна чистота более 30 дней ).",not spam
Надо каждому найти свою мотивацию 🙏,not spam
"Давай на 3 минутки, группа уже задержалась у нас( напиши пожалуйста имя",not spam
Снегурочка☺️,not spam
"🎤 Надя
Соня
Гев
Нина
Дима
Валя",not spam
Поддержка тебе 🙏 очень хорошо тебя понимаем 🙏,not spam
Вадим 111+,not spam
Настя спасибо тебе за служение ❤️,not spam
"И всем поддержка, девчули, всем кому она нужна🙏",not spam
Лера111,not spam
"Всем привет, Паша 11 дней чистый",not spam
"🎤
Гев
Нина
Дима
Валя
Вадим
Лера",not spam
Привет всем ребят❤️🫂,not spam
Спасибо Димуль💙🤗,not spam
"Привет Анют,обнимаю,люблю🙏🫂❤️",not spam
"Всем привет, Настя зависимая-21 день 🥰",not spam
И я Димуль тебя очень люблю❤️🫂обнимаю🫂🤗,not spam
очередь закрыта.есть время на непреодолимое,not spam
"Дело не в том, а в том что я забыла какие мы решили карточки читать. По этому путаница произошла. Я ориентировалась на старый формат преамбулы",not spam
"Смутно помню что решили вроде дополнить ежиком тематические собрания и свободными темами, потому как мало кто хочет книгу читать и только по ней высказываться",not spam
А у нас рабочки вообще бывают или я пропускаю их,not spam
"По этому решила сама зачитать 2 абзаца ближе к концу собрания, так как у всех накипело и все хотели высказаться о своём",not spam
"Ты пропустил несколько. Они у нас не запланировано проводятся, мы здесь обычно в чате решаем какую дату выбрать",not spam
Ну норм,not spam
"Ну я тебя на них добавляла в трансляцию, ты не але",not spam
Пьяный был,not spam
Ничего страшного,not spam
"ОЧЕРЕДЬ:
Валя
Вадим
Лера
Наташа
очередь закрыта",not spam
Да да да,not spam
Вечером надо же расслабиться,not spam
Стаканчик вискаря,not spam
И спатки,not spam
Однозначно,not spam
После 10лет норм,not spam
Можно,not spam
Только один,not spam
Чтоб не срыв,not spam
Только сегодня,not spam
1 в день,not spam
13 шаг,not spam
Конечно,not spam
Еще 5 точек можно,not spam
Но мне вискарь норм,not spam
Естественно,not spam
Димы высказывание отозвалось ❤️,not spam
Аккуратно,not spam
Главное дорогой вискарь,not spam
Чтоб без сивушных,not spam
Но у меня логти пустые,not spam
Там уже некуда,not spam
На кистях еще можно по ковыряться,not spam
Пах,not spam
Ты че,not spam
Мне нельзя,not spam
Я же вытеку сразу,not spam
Гемофилия все таки,not spam
Да и не духовно это,not spam
"Ну я это заболевание понимаю как про ""вообще нельзя""",not spam
В пах да,not spam
Там же артерию пройти надо,not spam
А для меня это сразу прощание,not spam
"Ну да, в пах не духовно, а в остальном сам Бог благословил 😂",not spam
И типа не тянет даже,not spam
И типа сама собой мысль ну вот же все норм,not spam
Ничего не произошло,not spam
Не знаю если честно,not spam
А я знаю,not spam
2жды в чистоте,not spam
Ширяли на больничке пластырь клеили,not spam
А я вот не продолжил,not spam
И думаешь а че так можно было,not spam
При этом есть показания врачей для употребления трамала,not spam
И вообще бесплатно,not spam
И вот оно все рядом,not spam
А ножки болят,not spam
И вроде как и можно,not spam
Но нет,not spam
1ый мать его шаг,not spam
Заебись,not spam
Наташенька милая огромная тебе поддержка❤️🙏🫂,not spam
"Наташенька, обнимаю тебя❤️",not spam
"Ребята Благодарю Вас🙏❤️
Соня спасибо за служение🙏❤️",not spam
"Спасибо огромное за служение❤️❤️❤️
Спасибо ребят за опыт, группу💙🤗🫂",not spam
"Доброй ночи, родные 💖💖💖",not spam
"Дорогие братья и сестры, наша группа остро нуждается в ведущих. Пишите мнеp",not spam
"Онлайн собрание группы ""ВЫХОД""
Добро Пожаловать🙏
Рады каждому из вас💛

ТЕМЫ:
1.Проверка душевного покоя
2.Отношения в чистоте
3…

ПЕРВЫЕ 30:
🔥-
🔥-
🔥-

ЮБИЛЯРЫ:
⭐-
⭐-
⭐-


НОВИЧКИ:
⚡-
⚡-
⚡-",not spam
Эмиль наркоман 3 дня всем привет,not spam
"Привет всем! Вадим, зависимый. 17 дней",not spam
Лёша 135 чистых дней,not spam
"Спасибо за собрание всем, Вале в особенности ♥️.  Поправляйся ❤️‍🩹",not spam
"Спасибо, Тимофей 🫶",not spam
Ребят только у меня пропал звук?,not spam
Группа ещё не началась.,not spam
Только что же мужик открывал собрание,not spam
Технические неполадки ждём до 5мин и начинаем,not spam
Андрей добро пожаловать,not spam
Всем спасибо за группу ❤️,not spam
С радостью!,not spam
"А что-то у нас же было какое-то продолжение темы? 6 и 7 шаг и что-то еще. Пипец, не могу найти в переписках",not spam
Ох ты какой пидорас😍,not spam
Просто 6-7,not spam
Она раскроет,not spam
Да да,not spam
Вот думал написать что есть шанс что не успею,not spam
Работаю,not spam
Есть кто сможет подстраховать,not spam
?,not spam
Но в целом должен успеть,not spam
"Посмотрел по времени я, успеваю , все норм",not spam
Нашла ?,not spam
"Да, говорит сидит уже",not spam
Кто ее посадит,not spam
Она же памятник,not spam
времена такие…,not spam
"Простите, олдскуллы в глаз попали",not spam
Опасне,not spam
Опять олдскуллы свело,not spam
Привет всем 😊,not spam
"А я думаю, откуда у меня это «убейте меня кто-нибудь»",not spam
Но она вечно в наших сердцах,not spam
Троллфейс…,not spam
"Сергей, 1 день.",not spam
Привет любименькие космичи ❤️,not spam
Привет братан🤘,not spam
Как сам братишка,not spam
Рал видеть,not spam
Это фрик в жилетке?),not spam
всем приветули,not spam
Привяу,not spam
Вассерман жи,not spam
что это значит?,not spam
Он из ума выжил или просто фрик,not spam
это фамилия мужика,not spam
не признанный гений…,not spam
Салю всем 👋 Рад быть с вами 🤗,not spam
Или признанный,not spam
"Да не, какой он гений. Едросос же он. Сидии там и дичь всякую несёт",not spam
В думе,not spam
Он в думе?…,not spam
Давно,not spam
"Живчик, как в детстве, ммм))",not spam
Я в 2010м,not spam
Не трогайте,not spam
Эээ,not spam
А какое там слово запрещенное,not spam
что ты там такого написал),not spam
Я написал Добро пожаловать я занял тебе место,not spam
зато можно написать гитлер был прав,not spam
Тут тебе бы ата та бы сделали за такие слова,not spam
У меня в тумбочке кот,not spam
Неплохой такой),not spam
Желаю сил 💪❤️,not spam
Приходи каждый день,not spam
Телефон вернули,not spam
Вора нашли,not spam
Редко бывает находят,not spam
Даже тут,not spam
Хотя тут полиция реально работаеи,not spam
Опер работал успехов ему,not spam
111 Дмитрий К,not spam
"Держись, солнышко",not spam
Жен 111,not spam
Тема тяговое состояние ассоциативная тяга,not spam
"ТЕМЫ

🚀 Ежедневник: Проверка душевного покоя
🚀 ЭРКИП: Шаг одиннадцатый
🚀 Первый шаг (на группе новичок!)
🚀 Где заканчивается болезнь зависимость и начинается второй диагноз
🚀 Переживания по поводу моего возраста


💕 Новички: Сеня

👩‍🚀 Впервые на КосмоNAвтах: 
Лера

🍀 До 30 дней: 
Полина 20
Вера 22
Лера 2

🏆 Юбиляры:
Владимир 3 мес


Чтобы занять очередь, после прочтения ежедневника пишите: ИМЯ 111

⏳ Регламент: 3.5 минуты

👽 Очередь в тг: Дмитрий, Сабина, Жен",not spam
Можно ссылку на эту группу?,not spam
111 Серёга,not spam
Тема: что мне помогает снизить чувство вины,not spam
"8,9 шаги",not spam
Косвенное возмещение каждый день,not spam
"От тебя, брат, другого ответа и не ожидал)",not spam
Ну мне просто очень помогли,not spam
Особеннотпервый круг,not spam
"Спасибо за опыт, в любом случае🤝",not spam
